# source=Ensembl BioMart hsapiens_gene_ensembl (with_mmusculus_homolog)
# orthology_type=ortholog_one2one; unique human/mouse symbols
# download_date=2026-08-09
# ensembl_host=www.ensembl.org (current at download)
human_symbol	human_ensembl	mouse_symbol	mouse_ensembl	orthology_type
EXPH5	ENSG00000110723	Exph5	ENSMUSG00000034584	ortholog_one2one
AARSD1	ENSG00000266967	Aarsd1	ENSMUSG00000075528	ortholog_one2one
PARS2	ENSG00000162396	Pars2	ENSMUSG00000043572	ortholog_one2one
EEA1	ENSG00000102189	Eea1	ENSMUSG00000036499	ortholog_one2one
RNF181	ENSG00000168894	Rnf181	ENSMUSG00000055850	ortholog_one2one
SLC25A24	ENSG00000085491	Slc25a24	ENSMUSG00000040322	ortholog_one2one
AFTPH	ENSG00000119844	Aftph	ENSMUSG00000049659	ortholog_one2one
BICDL1	ENSG00000135127	Bicdl1	ENSMUSG00000041609	ortholog_one2one
ATP11B	ENSG00000058063	Atp11b	ENSMUSG00000037400	ortholog_one2one
UTP25	ENSG00000117597	Utp25	ENSMUSG00000016181	ortholog_one2one
BAHCC1	ENSG00000266074	Bahcc1	ENSMUSG00000039741	ortholog_one2one
RECQL	ENSG00000004700	Recql	ENSMUSG00000030243	ortholog_one2one
MIF4GD	ENSG00000125457	Mif4gd	ENSMUSG00000020743	ortholog_one2one
RHBDD1	ENSG00000144468	Rhbdd1	ENSMUSG00000026142	ortholog_one2one
FCMR	ENSG00000162894	Fcmr	ENSMUSG00000042474	ortholog_one2one
CEP295NL	ENSG00000178404	Cep295nl	ENSMUSG00000076433	ortholog_one2one
TMEM11	ENSG00000178307	Tmem11	ENSMUSG00000043284	ortholog_one2one
NSF	ENSG00000073969	Nsf	ENSMUSG00000034187	ortholog_one2one
AHDC1	ENSG00000126705	Ahdc1	ENSMUSG00000037692	ortholog_one2one
DRAM1	ENSG00000136048	Dram1	ENSMUSG00000020057	ortholog_one2one
PRKD3	ENSG00000115825	Prkd3	ENSMUSG00000024070	ortholog_one2one
RRP9	ENSG00000114767	Rrp9	ENSMUSG00000041506	ortholog_one2one
CHFR	ENSG00000072609	Chfr	ENSMUSG00000014668	ortholog_one2one
SART1	ENSG00000175467	Sart1	ENSMUSG00000039148	ortholog_one2one
ZNF445	ENSG00000185219	Zfp445	ENSMUSG00000047036	ortholog_one2one
GPRC5C	ENSG00000170412	Gprc5c	ENSMUSG00000051043	ortholog_one2one
GRAMD1C	ENSG00000178075	Gramd1c	ENSMUSG00000036292	ortholog_one2one
PARP1	ENSG00000143799	Parp1	ENSMUSG00000026496	ortholog_one2one
USP36	ENSG00000055483	Usp36	ENSMUSG00000033909	ortholog_one2one
BIN1	ENSG00000136717	Bin1	ENSMUSG00000024381	ortholog_one2one
FEZ1	ENSG00000149557	Fez1	ENSMUSG00000032118	ortholog_one2one
ITGB5	ENSG00000082781	Itgb5	ENSMUSG00000022817	ortholog_one2one
PPY	ENSG00000108849	Ppy	ENSMUSG00000017316	ortholog_one2one
CATSPERH	ENSG00000187066	Tmem262	ENSMUSG00000047733	ortholog_one2one
THAP12	ENSG00000137492	Thap12	ENSMUSG00000030753	ortholog_one2one
IL12RB2	ENSG00000081985	Il12rb2	ENSMUSG00000018341	ortholog_one2one
B3GNT6	ENSG00000198488	B3gnt6	ENSMUSG00000074004	ortholog_one2one
RBM4B	ENSG00000173914	Rbm4b	ENSMUSG00000033760	ortholog_one2one
PEX16	ENSG00000121680	Pex16	ENSMUSG00000027222	ortholog_one2one
STAC	ENSG00000144681	Stac	ENSMUSG00000032502	ortholog_one2one
ALG9	ENSG00000086848	Alg9	ENSMUSG00000032059	ortholog_one2one
IFTAP	ENSG00000166352	Iftap	ENSMUSG00000027165	ortholog_one2one
IL17RD	ENSG00000144730	Il17rd	ENSMUSG00000040717	ortholog_one2one
RFNG	ENSG00000169733	Rfng	ENSMUSG00000025158	ortholog_one2one
XNDC1N	ENSG00000254469	Xndc1	ENSMUSG00000099481	ortholog_one2one
BRSK2	ENSG00000174672	Brsk2	ENSMUSG00000053046	ortholog_one2one
SATB1	ENSG00000182568	Satb1	ENSMUSG00000023927	ortholog_one2one
SOCS3	ENSG00000184557	Socs3	ENSMUSG00000053113	ortholog_one2one
MAPK7	ENSG00000166484	Mapk7	ENSMUSG00000001034	ortholog_one2one
OAS3	ENSG00000111331	Oas3	ENSMUSG00000032661	ortholog_one2one
TARS2	ENSG00000143374	Tars2	ENSMUSG00000028107	ortholog_one2one
NUP85	ENSG00000125450	Nup85	ENSMUSG00000020739	ortholog_one2one
SPPL3	ENSG00000157837	Sppl3	ENSMUSG00000029550	ortholog_one2one
GOLGB1	ENSG00000173230	Golgb1	ENSMUSG00000034243	ortholog_one2one
TRIAP1	ENSG00000170855	Triap1	ENSMUSG00000029535	ortholog_one2one
PAWR	ENSG00000177425	Pawr	ENSMUSG00000035873	ortholog_one2one
MUC15	ENSG00000169550	Muc15	ENSMUSG00000050808	ortholog_one2one
KIF21A	ENSG00000139116	Kif21a	ENSMUSG00000022629	ortholog_one2one
STK33	ENSG00000130413	Stk33	ENSMUSG00000031027	ortholog_one2one
HELZ	ENSG00000198265	Helz	ENSMUSG00000020721	ortholog_one2one
GADL1	ENSG00000144644	Gadl1	ENSMUSG00000056880	ortholog_one2one
PODXL2	ENSG00000114631	Podxl2	ENSMUSG00000033152	ortholog_one2one
CHMP2B	ENSG00000083937	Chmp2b	ENSMUSG00000004843	ortholog_one2one
ABHD5	ENSG00000011198	Abhd5	ENSMUSG00000032540	ortholog_one2one
FRS2	ENSG00000166225	Frs2	ENSMUSG00000020170	ortholog_one2one
SLC25A38	ENSG00000144659	Slc25a38	ENSMUSG00000032519	ortholog_one2one
NAGLU	ENSG00000108784	Naglu	ENSMUSG00000001751	ortholog_one2one
ITPR1	ENSG00000150995	Itpr1	ENSMUSG00000030102	ortholog_one2one
ABCA5	ENSG00000154265	Abca5	ENSMUSG00000018800	ortholog_one2one
SDF4	ENSG00000078808	Sdf4	ENSMUSG00000029076	ortholog_one2one
CYP2R1	ENSG00000186104	Cyp2r1	ENSMUSG00000030670	ortholog_one2one
ZDHHC13	ENSG00000177054	Zdhhc13	ENSMUSG00000030471	ortholog_one2one
PLXNC1	ENSG00000136040	Plxnc1	ENSMUSG00000074785	ortholog_one2one
RAB25	ENSG00000132698	Rab25	ENSMUSG00000008601	ortholog_one2one
BEND5	ENSG00000162373	Bend5	ENSMUSG00000028545	ortholog_one2one
GLT1D1	ENSG00000151948	Glt1d1	ENSMUSG00000049971	ortholog_one2one
TRIM6	ENSG00000121236	Trim6	ENSMUSG00000072244	ortholog_one2one
SCPEP1	ENSG00000121064	Scpep1	ENSMUSG00000000278	ortholog_one2one
CNST	ENSG00000162852	Cnst	ENSMUSG00000038949	ortholog_one2one
WEE1	ENSG00000166483	Wee1	ENSMUSG00000031016	ortholog_one2one
PXN	ENSG00000089159	Pxn	ENSMUSG00000029528	ortholog_one2one
AHNAK	ENSG00000124942	Ahnak	ENSMUSG00000069833	ortholog_one2one
HOXB13	ENSG00000159184	Hoxb13	ENSMUSG00000049604	ortholog_one2one
RAB7B	ENSG00000276600	Rab7b	ENSMUSG00000052688	ortholog_one2one
DNAH9	ENSG00000007174	Dnah9	ENSMUSG00000056752	ortholog_one2one
SORL1	ENSG00000137642	Sorl1	ENSMUSG00000049313	ortholog_one2one
PLD6	ENSG00000179598	Pld6	ENSMUSG00000043648	ortholog_one2one
ERN1	ENSG00000178607	Ern1	ENSMUSG00000020715	ortholog_one2one
TNFAIP1	ENSG00000109079	Tnfaip1	ENSMUSG00000017615	ortholog_one2one
CYB561D2	ENSG00000114395	Cyb561d2	ENSMUSG00000037190	ortholog_one2one
RITA1	ENSG00000139405	Rita1	ENSMUSG00000029600	ortholog_one2one
UTS2B	ENSG00000188958	Uts2b	ENSMUSG00000056423	ortholog_one2one
VPS26B	ENSG00000151502	Vps26b	ENSMUSG00000031988	ortholog_one2one
SEPTIN9	ENSG00000184640	Septin9	ENSMUSG00000059248	ortholog_one2one
MFAP5	ENSG00000197614	Mfap5	ENSMUSG00000030116	ortholog_one2one
DYNLT2B	ENSG00000213123	Dynlt2b	ENSMUSG00000014075	ortholog_one2one
CRYZ	ENSG00000116791	Cryz	ENSMUSG00000028199	ortholog_one2one
MRPS22	ENSG00000175110	Mrps22	ENSMUSG00000032459	ortholog_one2one
PRR5L	ENSG00000135362	Prr5l	ENSMUSG00000032841	ortholog_one2one
SHMT2	ENSG00000182199	Shmt2	ENSMUSG00000025403	ortholog_one2one
ATP6V1A	ENSG00000114573	Atp6v1a	ENSMUSG00000052459	ortholog_one2one
CCDC57	ENSG00000176155	Ccdc57	ENSMUSG00000048445	ortholog_one2one
TWF2	ENSG00000247596	Twf2	ENSMUSG00000023277	ortholog_one2one
FAM76B	ENSG00000077458	Fam76b	ENSMUSG00000037808	ortholog_one2one
CDC25A	ENSG00000164045	Cdc25a	ENSMUSG00000032477	ortholog_one2one
PATL1	ENSG00000166889	Patl1	ENSMUSG00000046139	ortholog_one2one
IZUMO1R	ENSG00000183560	Izumo1r	ENSMUSG00000031933	ortholog_one2one
SLC35C1	ENSG00000181830	Slc35c1	ENSMUSG00000049922	ortholog_one2one
SPCS1	ENSG00000114902	Spcs1	ENSMUSG00000021917	ortholog_one2one
WDR74	ENSG00000133316	Wdr74	ENSMUSG00000042729	ortholog_one2one
GOLIM4	ENSG00000173905	Golim4	ENSMUSG00000034109	ortholog_one2one
PLEKHG6	ENSG00000008323	Plekhg6	ENSMUSG00000038167	ortholog_one2one
CBL	ENSG00000110395	Cbl	ENSMUSG00000034342	ortholog_one2one
SERPINC1	ENSG00000117601	Serpinc1	ENSMUSG00000026715	ortholog_one2one
SLC37A2	ENSG00000134955	Slc37a2	ENSMUSG00000032122	ortholog_one2one
ULK2	ENSG00000083290	Ulk2	ENSMUSG00000004798	ortholog_one2one
RAB13	ENSG00000143545	Rab13	ENSMUSG00000027935	ortholog_one2one
DSCAML1	ENSG00000177103	Dscaml1	ENSMUSG00000032087	ortholog_one2one
SBNO1	ENSG00000139697	Sbno1	ENSMUSG00000038095	ortholog_one2one
SERPINI1	ENSG00000163536	Serpini1	ENSMUSG00000027834	ortholog_one2one
FOLR1	ENSG00000110195	Folr1	ENSMUSG00000001827	ortholog_one2one
PHLDB2	ENSG00000144824	Phldb2	ENSMUSG00000033149	ortholog_one2one
AVPR1A	ENSG00000166148	Avpr1a	ENSMUSG00000020123	ortholog_one2one
CHRDL2	ENSG00000054938	Chrdl2	ENSMUSG00000030732	ortholog_one2one
SOAT2	ENSG00000167780	Soat2	ENSMUSG00000023045	ortholog_one2one
ENO3	ENSG00000108515	Eno3	ENSMUSG00000060600	ortholog_one2one
KCNJ11	ENSG00000187486	Kcnj11	ENSMUSG00000096146	ortholog_one2one
NARS2	ENSG00000137513	Nars2	ENSMUSG00000018995	ortholog_one2one
CCNL2	ENSG00000221978	Ccnl2	ENSMUSG00000029068	ortholog_one2one
MARS1	ENSG00000166986	Mars1	ENSMUSG00000040354	ortholog_one2one
TUT1	ENSG00000149016	Tut1	ENSMUSG00000071645	ortholog_one2one
DRAXIN	ENSG00000162490	Draxin	ENSMUSG00000029005	ortholog_one2one
SVIP	ENSG00000198168	Svip	ENSMUSG00000074093	ortholog_one2one
FCRL5	ENSG00000143297	Fcrl5	ENSMUSG00000048031	ortholog_one2one
ACRV1	ENSG00000134940	Acrv1	ENSMUSG00000032110	ortholog_one2one
SAMD14	ENSG00000167100	Samd14	ENSMUSG00000047181	ortholog_one2one
CNTN5	ENSG00000149972	Cntn5	ENSMUSG00000039488	ortholog_one2one
GIPC2	ENSG00000137960	Gipc2	ENSMUSG00000039131	ortholog_one2one
PPP1R9B	ENSG00000108819	Ppp1r9b	ENSMUSG00000038976	ortholog_one2one
HCLS1	ENSG00000180353	Hcls1	ENSMUSG00000022831	ortholog_one2one
EI24	ENSG00000149547	Ei24	ENSMUSG00000062762	ortholog_one2one
PIGS	ENSG00000087111	Pigs	ENSMUSG00000041958	ortholog_one2one
PTPN14	ENSG00000152104	Ptpn14	ENSMUSG00000026604	ortholog_one2one
GPR156	ENSG00000175697	Gpr156	ENSMUSG00000046961	ortholog_one2one
ANKUB1	ENSG00000206199	Ankub1	ENSMUSG00000074591	ortholog_one2one
PEX5L	ENSG00000114757	Pex5l	ENSMUSG00000027674	ortholog_one2one
CMKLR2	ENSG00000183671	Cmklr2	ENSMUSG00000046856	ortholog_one2one
NR5A2	ENSG00000116833	Nr5a2	ENSMUSG00000026398	ortholog_one2one
LDAH	ENSG00000118961	Ldah	ENSMUSG00000037669	ortholog_one2one
PHB1	ENSG00000167085	Phb1	ENSMUSG00000038845	ortholog_one2one
SLC9C2	ENSG00000162753	SLC9C2	ENSMUSG00000121369	ortholog_one2one
BBS5	ENSG00000163093	Bbs5	ENSMUSG00000063145	ortholog_one2one
TAC3	ENSG00000166863	Tac2	ENSMUSG00000025400	ortholog_one2one
SAMD11	ENSG00000187634	Samd11	ENSMUSG00000096351	ortholog_one2one
MTHFD2	ENSG00000065911	Mthfd2	ENSMUSG00000005667	ortholog_one2one
PLA2G2A	ENSG00000188257	Pla2g2a	ENSMUSG00000058908	ortholog_one2one
S1PR1	ENSG00000170989	S1pr1	ENSMUSG00000045092	ortholog_one2one
YEATS4	ENSG00000127337	Yeats4	ENSMUSG00000020171	ortholog_one2one
FAM89A	ENSG00000182118	Fam89a	ENSMUSG00000043068	ortholog_one2one
SLAMF6	ENSG00000162739	Slamf6	ENSMUSG00000015314	ortholog_one2one
NUFIP2	ENSG00000108256	Nufip2	ENSMUSG00000037857	ortholog_one2one
EIF1	ENSG00000173812	Eif1	ENSMUSG00000035530	ortholog_one2one
TMEM53	ENSG00000126106	Tmem53	ENSMUSG00000048772	ortholog_one2one
GIT2	ENSG00000139436	Git2	ENSMUSG00000041890	ortholog_one2one
MTA3	ENSG00000057935	Mta3	ENSMUSG00000055817	ortholog_one2one
LRRC45	ENSG00000169683	Lrrc45	ENSMUSG00000025145	ortholog_one2one
FOLH1	ENSG00000086205	Folh1	ENSMUSG00000001773	ortholog_one2one
FOXP1	ENSG00000114861	Foxp1	ENSMUSG00000030067	ortholog_one2one
MAFG	ENSG00000197063	Mafg	ENSMUSG00000051510	ortholog_one2one
PRCD	ENSG00000214140	Prcd	ENSMUSG00000075410	ortholog_one2one
SDK2	ENSG00000069188	Sdk2	ENSMUSG00000041592	ortholog_one2one
FUBP1	ENSG00000162613	Fubp1	ENSMUSG00000028034	ortholog_one2one
BPTF	ENSG00000171634	Bptf	ENSMUSG00000040481	ortholog_one2one
ARL14EP	ENSG00000152219	Arl14ep	ENSMUSG00000027122	ortholog_one2one
TRAPPC4	ENSG00000196655	Trappc4	ENSMUSG00000032112	ortholog_one2one
GIGYF2	ENSG00000204120	Gigyf2	ENSMUSG00000048000	ortholog_one2one
NUP88	ENSG00000108559	Nup88	ENSMUSG00000040667	ortholog_one2one
IL18	ENSG00000150782	Il18	ENSMUSG00000039217	ortholog_one2one
B3GAT3	ENSG00000149541	B3gat3	ENSMUSG00000071649	ortholog_one2one
DNAJB13	ENSG00000187726	Dnajb13	ENSMUSG00000030708	ortholog_one2one
SMIM38	ENSG00000284713	Smim38	ENSMUSG00000109305	ortholog_one2one
GRAMD1B	ENSG00000023171	Gramd1b	ENSMUSG00000040111	ortholog_one2one
SEMA4A	ENSG00000196189	Sema4a	ENSMUSG00000028064	ortholog_one2one
SLC38A4	ENSG00000139209	Slc38a4	ENSMUSG00000022464	ortholog_one2one
KANSL1	ENSG00000120071	Kansl1	ENSMUSG00000018412	ortholog_one2one
PXMP2	ENSG00000176894	Pxmp2	ENSMUSG00000029499	ortholog_one2one
KCTD2	ENSG00000180901	Kctd2	ENSMUSG00000016940	ortholog_one2one
SARM1	ENSG00000004139	Sarm1	ENSMUSG00000050132	ortholog_one2one
DAO	ENSG00000110887	Dao	ENSMUSG00000042096	ortholog_one2one
CYB561A3	ENSG00000162144	Cyb561a3	ENSMUSG00000034445	ortholog_one2one
VTN	ENSG00000109072	Vtn	ENSMUSG00000017344	ortholog_one2one
RPL23	ENSG00000125691	Rpl23	ENSMUSG00000071415	ortholog_one2one
TESPA1	ENSG00000135426	Tespa1	ENSMUSG00000034833	ortholog_one2one
FGF19	ENSG00000162344	Fgf15	ENSMUSG00000031073	ortholog_one2one
TEFM	ENSG00000172171	Tefm	ENSMUSG00000046909	ortholog_one2one
PAK1	ENSG00000149269	Pak1	ENSMUSG00000030774	ortholog_one2one
WRAP53	ENSG00000141499	Wrap53	ENSMUSG00000041346	ortholog_one2one
PTPRO	ENSG00000151490	Ptpro	ENSMUSG00000030223	ortholog_one2one
SMYD3	ENSG00000185420	Smyd3	ENSMUSG00000055067	ortholog_one2one
RRP15	ENSG00000067533	Rrp15	ENSMUSG00000001305	ortholog_one2one
CNP	ENSG00000173786	Cnp	ENSMUSG00000006782	ortholog_one2one
NHSL3	ENSG00000162522	Nhsl3	ENSMUSG00000050390	ortholog_one2one
CD7	ENSG00000173762	Cd7	ENSMUSG00000025163	ortholog_one2one
PIGL	ENSG00000108474	Pigl	ENSMUSG00000014245	ortholog_one2one
ARHGEF16	ENSG00000130762	Arhgef16	ENSMUSG00000029032	ortholog_one2one
ITIH3	ENSG00000162267	Itih3	ENSMUSG00000006522	ortholog_one2one
COPS3	ENSG00000141030	Cops3	ENSMUSG00000019373	ortholog_one2one
SUOX	ENSG00000139531	Suox	ENSMUSG00000049858	ortholog_one2one
EPCAM	ENSG00000119888	Epcam	ENSMUSG00000045394	ortholog_one2one
USP4	ENSG00000114316	Usp4	ENSMUSG00000032612	ortholog_one2one
ZFP69	ENSG00000187815	Zfp69	ENSMUSG00000064141	ortholog_one2one
STEAP3	ENSG00000115107	Steap3	ENSMUSG00000026389	ortholog_one2one
PFDN5	ENSG00000123349	Pfdn5	ENSMUSG00000001289	ortholog_one2one
PJVK	ENSG00000204311	Pjvk	ENSMUSG00000075267	ortholog_one2one
HOXB4	ENSG00000182742	Hoxb4	ENSMUSG00000038692	ortholog_one2one
SSTR2	ENSG00000180616	Sstr2	ENSMUSG00000047904	ortholog_one2one
DENND1B	ENSG00000213047	Dennd1b	ENSMUSG00000056268	ortholog_one2one
CBX4	ENSG00000141582	Cbx4	ENSMUSG00000039989	ortholog_one2one
SGSH	ENSG00000181523	Sgsh	ENSMUSG00000005043	ortholog_one2one
SF3B1	ENSG00000115524	Sf3b1	ENSMUSG00000025982	ortholog_one2one
SIGIRR	ENSG00000185187	Sigirr	ENSMUSG00000025494	ortholog_one2one
ACKR5	ENSG00000166856	Gpr182	ENSMUSG00000058396	ortholog_one2one
R3HDM2	ENSG00000179912	R3hdm2	ENSMUSG00000025404	ortholog_one2one
FSCN2	ENSG00000186765	Fscn2	ENSMUSG00000025380	ortholog_one2one
HEATR6	ENSG00000068097	Heatr6	ENSMUSG00000000976	ortholog_one2one
LPXN	ENSG00000110031	Lpxn	ENSMUSG00000024696	ortholog_one2one
AQP11	ENSG00000178301	Aqp11	ENSMUSG00000042797	ortholog_one2one
SYT8	ENSG00000149043	Syt8	ENSMUSG00000031098	ortholog_one2one
ZBTB37	ENSG00000185278	Zbtb37	ENSMUSG00000043467	ortholog_one2one
PARVA	ENSG00000197702	Parva	ENSMUSG00000030770	ortholog_one2one
METTL25B	ENSG00000143303	Mettl25b	ENSMUSG00000004896	ortholog_one2one
SNTG2	ENSG00000172554	Sntg2	ENSMUSG00000020672	ortholog_one2one
KSR1	ENSG00000141068	Ksr1	ENSMUSG00000018334	ortholog_one2one
SC5D	ENSG00000109929	Sc5d	ENSMUSG00000032018	ortholog_one2one
TSEN54	ENSG00000182173	Tsen54	ENSMUSG00000020781	ortholog_one2one
LRRC71	ENSG00000160838	Lrrc71	ENSMUSG00000023084	ortholog_one2one
SLC61A1	ENSG00000182544	Mfsd5	ENSMUSG00000045665	ortholog_one2one
DNAJC22	ENSG00000178401	Dnajc22	ENSMUSG00000038009	ortholog_one2one
ZNF593	ENSG00000142684	Zfp593	ENSMUSG00000028840	ortholog_one2one
MDH1B	ENSG00000138400	Mdh1b	ENSMUSG00000025963	ortholog_one2one
KDM4D	ENSG00000186280	Kdm4d	ENSMUSG00000053914	ortholog_one2one
CLCF1	ENSG00000175505	Clcf1	ENSMUSG00000040663	ortholog_one2one
DCP1B	ENSG00000151065	Dcp1b	ENSMUSG00000041477	ortholog_one2one
RPS6KA4	ENSG00000162302	Rps6ka4	ENSMUSG00000118668	ortholog_one2one
PRPF38B	ENSG00000134186	Prpf38b	ENSMUSG00000027881	ortholog_one2one
NAB1	ENSG00000138386	Nab1	ENSMUSG00000002881	ortholog_one2one
TNRC6C	ENSG00000078687	Tnrc6c	ENSMUSG00000025571	ortholog_one2one
PRDM4	ENSG00000110851	Prdm4	ENSMUSG00000035529	ortholog_one2one
SRP68	ENSG00000167881	Srp68	ENSMUSG00000020780	ortholog_one2one
F11R	ENSG00000158769	F11r	ENSMUSG00000038235	ortholog_one2one
TIMELESS	ENSG00000111602	Timeless	ENSMUSG00000039994	ortholog_one2one
ZDHHC24	ENSG00000174165	Zdhhc24	ENSMUSG00000006463	ortholog_one2one
ARSG	ENSG00000141337	Arsg	ENSMUSG00000020604	ortholog_one2one
PROX1	ENSG00000117707	Prox1	ENSMUSG00000010175	ortholog_one2one
NELL1	ENSG00000165973	Nell1	ENSMUSG00000055409	ortholog_one2one
SLC30A7	ENSG00000162695	Slc30a7	ENSMUSG00000054414	ortholog_one2one
RDH14	ENSG00000240857	Rdh14	ENSMUSG00000020621	ortholog_one2one
STARD3	ENSG00000131748	Stard3	ENSMUSG00000018167	ortholog_one2one
ASB3	ENSG00000115239	Asb3	ENSMUSG00000020305	ortholog_one2one
ALKBH8	ENSG00000137760	Alkbh8	ENSMUSG00000025899	ortholog_one2one
RSRP1	ENSG00000117616	Rsrp1	ENSMUSG00000037266	ortholog_one2one
BAD	ENSG00000002330	Bad	ENSMUSG00000024959	ortholog_one2one
EIF2B1	ENSG00000111361	Eif2b1	ENSMUSG00000029388	ortholog_one2one
SPA17	ENSG00000064199	Spa17	ENSMUSG00000001948	ortholog_one2one
NBEAL2	ENSG00000160796	Nbeal2	ENSMUSG00000056724	ortholog_one2one
BDNF	ENSG00000176697	Bdnf	ENSMUSG00000048482	ortholog_one2one
CD4	ENSG00000010610	Cd4	ENSMUSG00000023274	ortholog_one2one
CHRM4	ENSG00000180720	Chrm4	ENSMUSG00000040495	ortholog_one2one
TCP11L1	ENSG00000176148	Tcp11l1	ENSMUSG00000027175	ortholog_one2one
ROBO1	ENSG00000169855	Robo1	ENSMUSG00000022883	ortholog_one2one
DDX23	ENSG00000174243	Ddx23	ENSMUSG00000003360	ortholog_one2one
AMPD3	ENSG00000133805	Ampd3	ENSMUSG00000005686	ortholog_one2one
P3H1	ENSG00000117385	P3h1	ENSMUSG00000028641	ortholog_one2one
EIF2A	ENSG00000144895	Eif2a	ENSMUSG00000027810	ortholog_one2one
RIMBP2	ENSG00000060709	Rimbp2	ENSMUSG00000029420	ortholog_one2one
SPAG9	ENSG00000008294	Spag9	ENSMUSG00000020859	ortholog_one2one
TAF10	ENSG00000166337	Taf10	ENSMUSG00000043866	ortholog_one2one
IRF7	ENSG00000185507	Irf7	ENSMUSG00000025498	ortholog_one2one
WSB2	ENSG00000176871	Wsb2	ENSMUSG00000029364	ortholog_one2one
IL5RA	ENSG00000091181	Il5ra	ENSMUSG00000005364	ortholog_one2one
IL10	ENSG00000136634	Il10	ENSMUSG00000016529	ortholog_one2one
GRIA4	ENSG00000152578	Gria4	ENSMUSG00000025892	ortholog_one2one
STAT6	ENSG00000166888	Stat6	ENSMUSG00000002147	ortholog_one2one
BTG4	ENSG00000137707	Btg4	ENSMUSG00000032056	ortholog_one2one
CLDN18	ENSG00000066405	Cldn18	ENSMUSG00000032473	ortholog_one2one
NADSYN1	ENSG00000172890	Nadsyn1	ENSMUSG00000031090	ortholog_one2one
TATDN2	ENSG00000157014	Tatdn2	ENSMUSG00000056952	ortholog_one2one
NME6	ENSG00000172113	Nme6	ENSMUSG00000032478	ortholog_one2one
MUC1	ENSG00000185499	Muc1	ENSMUSG00000042784	ortholog_one2one
ZMAT3	ENSG00000172667	Zmat3	ENSMUSG00000027663	ortholog_one2one
ISY1	ENSG00000240682	Isy1	ENSMUSG00000030056	ortholog_one2one
ZFTA	ENSG00000188070	Zfta	ENSMUSG00000053080	ortholog_one2one
TXNDC17	ENSG00000129235	Txndc17	ENSMUSG00000020803	ortholog_one2one
AP5B1	ENSG00000254470	Ap5b1	ENSMUSG00000049562	ortholog_one2one
DRD2	ENSG00000149295	Drd2	ENSMUSG00000032259	ortholog_one2one
KCNJ2	ENSG00000123700	Kcnj2	ENSMUSG00000041695	ortholog_one2one
DRG2	ENSG00000108591	Drg2	ENSMUSG00000020537	ortholog_one2one
SYNPR	ENSG00000163630	Synpr	ENSMUSG00000056296	ortholog_one2one
GRM7	ENSG00000196277	Grm7	ENSMUSG00000056755	ortholog_one2one
TRAF6	ENSG00000175104	Traf6	ENSMUSG00000027164	ortholog_one2one
C1QTNF5	ENSG00000223953	C1qtnf5	ENSMUSG00000079592	ortholog_one2one
AMBRA1	ENSG00000110497	Ambra1	ENSMUSG00000040506	ortholog_one2one
ABCA12	ENSG00000144452	Abca12	ENSMUSG00000050296	ortholog_one2one
ACVR2B	ENSG00000114739	Acvr2b	ENSMUSG00000061393	ortholog_one2one
FILIP1L	ENSG00000168386	Filip1l	ENSMUSG00000043336	ortholog_one2one
ZIC4	ENSG00000174963	Zic4	ENSMUSG00000036972	ortholog_one2one
SMYD1	ENSG00000115593	Smyd1	ENSMUSG00000055027	ortholog_one2one
STT3A	ENSG00000134910	Stt3a	ENSMUSG00000032116	ortholog_one2one
CFAP91	ENSG00000183833	Cfap91	ENSMUSG00000022805	ortholog_one2one
AHCYL1	ENSG00000168710	Ahcyl1	ENSMUSG00000027893	ortholog_one2one
BARD1	ENSG00000138376	Bard1	ENSMUSG00000026196	ortholog_one2one
LRCH3	ENSG00000186001	Lrch3	ENSMUSG00000022801	ortholog_one2one
ATP5PD	ENSG00000167863	Atp5pd	ENSMUSG00000034566	ortholog_one2one
DIABLO	ENSG00000184047	Diablo	ENSMUSG00000029433	ortholog_one2one
HOXB5	ENSG00000120075	Hoxb5	ENSMUSG00000038700	ortholog_one2one
METTL16	ENSG00000127804	Mettl16	ENSMUSG00000010554	ortholog_one2one
TLK2	ENSG00000146872	Tlk2	ENSMUSG00000020694	ortholog_one2one
METAP1D	ENSG00000172878	Metap1d	ENSMUSG00000041921	ortholog_one2one
NFIA	ENSG00000162599	Nfia	ENSMUSG00000028565	ortholog_one2one
NAP1L1	ENSG00000187109	Nap1l1	ENSMUSG00000058799	ortholog_one2one
MAP4K2	ENSG00000168067	Map4k2	ENSMUSG00000024948	ortholog_one2one
WDR75	ENSG00000115368	Wdr75	ENSMUSG00000025995	ortholog_one2one
GP9	ENSG00000169704	Gp9	ENSMUSG00000030054	ortholog_one2one
ULK4	ENSG00000168038	Ulk4	ENSMUSG00000040936	ortholog_one2one
ETV3	ENSG00000117036	Etv3	ENSMUSG00000003382	ortholog_one2one
SPRR3	ENSG00000163209	Sprr3	ENSMUSG00000045539	ortholog_one2one
PGD	ENSG00000142657	Pgd	ENSMUSG00000028961	ortholog_one2one
KANSL1L	ENSG00000144445	Kansl1l	ENSMUSG00000026004	ortholog_one2one
ERI3	ENSG00000117419	Eri3	ENSMUSG00000033423	ortholog_one2one
DGKZ	ENSG00000149091	Dgkz	ENSMUSG00000040479	ortholog_one2one
PKDCC	ENSG00000162878	Pkdcc	ENSMUSG00000024247	ortholog_one2one
RETREG3	ENSG00000141699	Retreg3	ENSMUSG00000017802	ortholog_one2one
